candidate,state,district,office,year,party,district_i,cand_id,fec_raw_name,cand_ici,bonica_rid,ICPSR,NID,cfscore,seat,lname,fname,cfscore_dyn,dwnom1,dwnom2,dime_district,dime_ico,candidate_icpsr,name_key,party_full,stage,data_source,district_id,candidate_year_stage,on_ballot,general_votes
Derek L. Petteys,KY,0.0,senate,2022,R,0.0,S0KY00412,"PETTEYS, DEREK L.",C,,,,,,,,,,,,,"Petteys, Derek L.",petteys_derek,republican,2,general_wayback,,"Petteys, Derek L._2022_2",False,
Matthew James Dubiel,IL,0.0,senate,2022,R,0.0,S2IL00259,"DUBIEL, MATTHEW JAMES",C,cand215916,S2IL002592022,NS2IL00259,1.471,federal:senate,dubiel,matthew,1.471,,,ILS22,C,"Dubiel, Matthew James",dubiel_matthew,republican,2,general_wayback,,"Dubiel, Matthew James_2022_2",False,
Danny Tarkanian,NV,0.0,senate,2022,R,0.0,S0NV00203,"TARKANIAN, DANNY",C,cand103960,S0NV002032018,N00031176,0.973,federal:senate,tarkanian,danny,,,,,,"Tarkanian, Danny",tarkanian_danny,republican,2,general_wayback,,"Tarkanian, Danny_2022_2",False,
Karl W Mr Speights,AK,0.0,senate,2022,R,0.0,S2AK00119,"SPEIGHTS, KARL W MR",C,,,,,,,,,,,,,"Speights, Karl W Mr",speights_karl,republican,2,general_wayback,,"Speights, Karl W Mr_2022_2",False,
Christina Nolan,VT,0.0,senate,2022,R,0.0,S2VT00268,"NOLAN, CHRISTINA",O,cand216290,S2VT002682022,NS2VT00268,1.124,federal:senate,nolan,christina,1.124,,,VTS22,O,"Nolan, Christina",nolan_christina,republican,2,general_wayback,,"Nolan, Christina_2022_2",False,
Michael Mick Mcguire,AZ,0.0,senate,2022,R,0.0,S2AZ00349,"MCGUIRE, MICHAEL MICK",C,cand215744,S2AZ003492022,NS2AZ00349,1.342,federal:senate,mcguire,michael,1.342,,,AZS22,C,"Mcguire, Michael Mick",mcguire_michael,republican,2,general_wayback,,"Mcguire, Michael Mick_2022_2",False,
George S Lemieux,FL,0.0,senate,2022,R,0.0,S2FL00227,"LEMIEUX, GEORGE S",C,cand104523,S2FL002272012,N00031304,0.712,federal:senate,lemieux,george,,,,,,"Lemieux, George S",lemieux_george,republican,2,general_wayback,,"Lemieux, George S_2022_2",False,
Arun K Bhumitra,CA,0.0,senate,2022,R,0.0,S8CA00572,"BHUMITRA, ARUN K",C,,,,,,,,,,,,,"Bhumitra, Arun K",bhumitra_arun,republican,2,general_wayback,,"Bhumitra, Arun K_2022_2",False,
Theresa Greenfield,IA,0.0,senate,2022,D,0.0,S0IA00176,"GREENFIELD, THERESA",C,cand149334,S0IA001762022,NS0IA00176,-1.063,federal:senate,greenfield,theresa,,,,,,"Greenfield, Theresa",greenfield_theresa,democrat,2,general_wayback,,"Greenfield, Theresa_2022_2",False,
James Tarantin,MD,0.0,senate,2022,R,0.0,S2MD00552,"TARANTIN, JAMES",C,cand215975,S2MD005522022,NS2MD00552,1.468,federal:senate,tarantin,james,1.468,,,MDS22,C,"Tarantin, James",tarantin_james,republican,2,general_wayback,,"Tarantin, James_2022_2",False,
Timothy E. Scott,SC,0.0,senate,2022,R,0.0,S4SC00240,"SCOTT, TIMOTHY E.",I,cand1161,S4SC002402018,N00031782,1.268,federal:senate,scott,timothy,1.274,0.629,-0.007,SCS22,I,"Scott, Timothy E.",scott_timothy,republican,2,general_wayback,,"Scott, Timothy E._2022_2",True,1066274
Timothy Swain,SC,0.0,senate,2022,R,0.0,S2SC00095,"SWAIN, TIMOTHY",C,,,,,,,,,,,,,"Swain, Timothy",swain_timothy,republican,2,general_wayback,,"Swain, Timothy_2022_2",False,
Wendy Long,NY,0.0,senate,2022,R,0.0,S2NY00259,"LONG, WENDY",C,cand104966,S2NY002592016,N00034365,1.243,federal:senate,long,wendy,,,,,,"Long, Wendy",long_wendy,republican,2,general_wayback,,"Long, Wendy_2022_2",False,
Michael T Franken,IA,0.0,senate,2022,D,0.0,S2IA00172,"FRANKEN, MICHAEL T",C,cand215892,S2IA001722022,NS2IA00172,-1.094,federal:senate,franken,michael,-1.094,,,IAS22,C,"Franken, Michael T",franken_michael,democrat,2,general_wayback,,"Franken, Michael T_2022_2",True,533330
Peter Welch,VT,0.0,senate,2022,D,0.0,S2VT00235,"WELCH, PETER",O,cand216287,S2VT002352022,NS2VT00235,-0.846,federal:senate,welch,peter,-0.846,,,VTS22,O,"Welch, Peter",welch_peter,democrat,2,general_wayback,,"Welch, Peter_2022_2",True,196575
Eldon Dan Mcqueen,MO,0.0,senate,2022,R,0.0,S2MO00577,"MCQUEEN, ELDON DAN",O,cand216002,S2MO005772022,NS2MO00577,1.511,federal:senate,mcqueen,eldon,1.511,,,MOS22,O,"Mcqueen, Eldon Dan",mcqueen_eldon,republican,2,general_wayback,,"Mcqueen, Eldon Dan_2022_2",False,
Dartanyon A. Williams,LA,0.0,senate,2022,D,0.0,S0LA00337,"WILLIAMS, DARTANYON A.",C,,,,,,,,,,,,,"Williams, Dartanyon A.",williams_dartanyon,democrat,2,general_wayback,,"Williams, Dartanyon A._2022_2",False,
Eric Joseph Holcomb,IN,0.0,senate,2022,R,0.0,S6IN00175,"HOLCOMB, ERIC JOSEPH",O,cand61593,S6IN001752018,NS6IN00175,1.198,federal:senate,holcomb,eric,,,,,,"Holcomb, Eric Joseph",holcomb_eric,republican,2,general_wayback,,"Holcomb, Eric Joseph_2022_2",False,
Erik Aadland,CO,0.0,senate,2022,R,0.0,S2CO00175,"AADLAND, ERIK",C,,,,,,,,,,,,,"Aadland, Erik",aadland_erik,republican,2,general_wayback,,"Aadland, Erik_2022_2",False,
Ronda Kennedy,NV,0.0,senate,2022,R,0.0,S4NV00247,"KENNEDY, RONDA",,,,,,,,,,,,,,"Kennedy, Ronda",kennedy_ronda,republican,2,general_wayback,,"Kennedy, Ronda_2022_2",False,
Eric Greitens,MO,0.0,senate,2022,R,0.0,S2MO00536,"GREITENS, ERIC",O,cand215999,S2MO005362022,NS2MO00536,1.503,federal:senate,greitens,eric,1.503,,,MOS22,O,"Greitens, Eric",greitens_eric,republican,2,general_wayback,,"Greitens, Eric_2022_2",False,
Markwayne Mullin,OK,0.0,senate,2022,R,0.0,S2OK00186,"MULLIN, MARKWAYNE",O,cand216174,S2OK001862022,NS2OK00186,1.147,federal:senate,mullin,markwayne,1.151,0.542,0.24,OK02,I,"Mullin, Markwayne",mullin_markwayne,republican,2,general_wayback,,"Mullin, Markwayne_2022_2",True,710643
Jeffrey A Bartos,PA,0.0,senate,2022,R,0.0,S8PA00262,"BARTOS, JEFFREY A",O,cand140855,S8PA002622022,NS8PA00262,0.756,federal:senate,bartos,jeffrey,0.759,,,PAS22,O,"Bartos, Jeffrey A",bartos_jeffrey,republican,2,general_wayback,,"Bartos, Jeffrey A_2022_2",False,
Willie Eugene Dr. Jr. Boyd,AL,0.0,senate,2022,D,0.0,S2AL00251,"BOYD, WILLIE EUGENE DR. JR.",O,cand215727,S2AL002512022,NS2AL00251,-1.09,federal:senate,boyd,willie,-1.09,,,ALS22,O,"Boyd, Willie Eugene Dr. Jr.",boyd_willie,democrat,2,general_wayback,,"Boyd, Willie Eugene Dr. Jr._2022_2",True,436746
Amy Mcgrath,KY,0.0,senate,2022,D,0.0,S0KY00339,"MCGRATH, AMY",C,cand150197,S0KY003392020,NS0KY00339,-1.101,federal:senate,mcgrath,amy,,,,,,"Mcgrath, Amy",mcgrath_amy,democrat,2,general_wayback,,"Mcgrath, Amy_2022_2",False,
Margaret Wood Hassan,NH,0.0,senate,2022,D,0.0,S6NH00091,"HASSAN, MARGARET WOOD",I,cand131015,S6NH000912018,NS6NH00091,-1.095,federal:senate,hassan,margaret,-1.092,-0.234,0.022,NHS22,I,"Hassan, Margaret Wood",hassan_margaret,democrat,2,general_wayback,,"Hassan, Margaret Wood_2022_2",True,332490
Michael D Crapo,ID,0.0,senate,2022,R,0.0,S8ID00027,"CRAPO, MICHAEL D",I,cand1284,293452018,N00006267,0.91,federal:senate,crapo,michael,0.795,0.501,0.284,IDS22,I,"Crapo, Michael D",crapo_michael,republican,2,general_wayback,,"Crapo, Michael D_2022_2",True,358539
Timothy Alan Mr. Dalhouse,HI,0.0,senate,2022,R,0.0,S2HI00197,"DALHOUSE, TIMOTHY ALAN MR.",C,cand215883,S2HI001972022,NS2HI00197,1.905,federal:senate,dalhouse,timothy,1.905,,,HIS22,C,"Dalhouse, Timothy Alan Mr.",dalhouse_timothy,republican,2,general_wayback,,"Dalhouse, Timothy Alan Mr._2022_2",False,
Carlos Guillermo Tapia,CA,,senate,2022,R,,S2CA01318,"TAPIA, CARLOS GUILLERMO",C,,,,,,,,,,,,,"Tapia, Carlos Guillermo",tapia_carlos,republican,2,general_wayback,,"Tapia, Carlos Guillermo_2022_2",False,
Heath Pastor Loftis,AR,0.0,senate,2022,R,0.0,S2AR00073,"LOFTIS, HEATH PASTOR",C,cand215731,S2AR000732022,NS2AR00073,1.33,federal:senate,loftis,heath,1.33,,,ARS22,C,"Loftis, Heath Pastor",loftis_heath,republican,2,general_wayback,,"Loftis, Heath Pastor_2022_2",False,
Michael D Mr. Sr. Leipold,OH,0.0,senate,2022,R,0.0,S2OH00329,"LEIPOLD, MICHAEL D MR. SR.",O,cand216142,S2OH003292022,NS2OH00329,1.515,federal:senate,leipold,michael,1.515,,,OHS22,O,"Leipold, Michael D Mr. Sr.",leipold_michael,republican,2,general_wayback,,"Leipold, Michael D Mr. Sr._2022_2",False,
Leon Mr Lawson,WA,0.0,senate,2022,R,0.0,S2WA00486,"LAWSON, LEON MR",C,,,,,,,,,,,,,"Lawson, Leon Mr",lawson_leon,republican,2,general_wayback,,"Lawson, Leon Mr_2022_2",False,
Patrice Chrelle Booker,NC,0.0,senate,2022,D,0.0,S2NC00554,"BOOKER, PATRICE CHRELLE",O,,,,,,,,,,,,,"Booker, Patrice Chrelle",booker_patrice,democrat,2,general_wayback,,"Booker, Patrice Chrelle_2022_2",False,
Patrick J Leahy,VT,0.0,senate,2022,D,0.0,S4VT00017,"LEAHY, PATRICK J",I,cand310,143072018,N00009918,-0.797,federal:senate,leahy,patrick,-0.684,-0.36,-0.121,VTS22,I,"Leahy, Patrick J",leahy_patrick,democrat,2,general_wayback,,"Leahy, Patrick J_2022_2",False,
John W. Hickenlooper,CO,0.0,senate,2022,D,0.0,S0CO00575,"HICKENLOOPER, JOHN W.",I,cand150542,S0CO005752022,NS0CO00575,-1.042,federal:senate,hickenlooper,john,,,,,,"Hickenlooper, John W.",hickenlooper_john,democrat,2,general_wayback,,"Hickenlooper, John W._2022_2",False,
Raphael Warnock,GA,0.0,senate,2022,D,0.0,S0GA00559,"WARNOCK, RAPHAEL",I,cand154478,S0GA005592022,NS0GA00559,-1.161,federal:senate,warnock,raphael,-1.156,-0.417,0.36,GAS22,I,"Warnock, Raphael",warnock_raphael,democrat,2,general_wayback,,"Warnock, Raphael_2022_2",True,1946117
Mark Mr. Pukita,OH,0.0,senate,2022,R,0.0,S2OH00287,"PUKITA, MARK MR.",O,cand154656,S2OH002872022,NS2OH00287,1.668,federal:senate,pukita,mark,1.668,,,OHS22,O,"Pukita, Mark Mr.",pukita_mark,republican,2,general_wayback,,"Pukita, Mark Mr._2022_2",False,
John Hoeven,ND,0.0,senate,2022,R,0.0,S0ND00093,"HOEVEN, JOHN",I,cand1606,S0ND000932018,N00031688,1.065,federal:senate,hoeven,john,0.868,0.391,0.438,NDS22,I,"Hoeven, John",hoeven_john,republican,2,general_wayback,,"Hoeven, John_2022_2",True,135474
John Neely Kennedy,LA,0.0,senate,2022,R,0.0,S4LA00065,"KENNEDY, JOHN NEELY",I,cand105497,S4LA000652018,NS4LA00065,1.297,federal:senate,kennedy,john,1.335,0.553,-0.092,LAS22,I,"Kennedy, John Neely",kennedy_john,republican,2,general_wayback,,"Kennedy, John Neely_2022_2",True,851568
Michael Durant,AL,0.0,senate,2022,R,0.0,S2AL00202,"DURANT, MICHAEL",O,cand215722,S2AL002022022,NS2AL00202,1.167,federal:senate,durant,michael,1.167,,,ALS22,O,"Durant, Michael",durant_michael,republican,2,general_wayback,,"Durant, Michael_2022_2",False,
Jeff Jackson,NC,0.0,senate,2022,D,0.0,S2NC00356,"JACKSON, JEFF",O,,,,,,,,,,,,,"Jackson, Jeff",jackson_jeff,democrat,2,general_wayback,,"Jackson, Jeff_2022_2",False,
Michael Deel,AR,0.0,senate,2022,R,0.0,S2AR00099,"DEEL, MICHAEL",C,,,,,,,,,,,,,"Deel, Michael",deel_michael,republican,2,general_wayback,,"Deel, Michael_2022_2",False,
John Weston,UT,0.0,senate,2022,D,0.0,S2UT00385,"WESTON, JOHN",C,cand216274,S2UT003852022,NS2UT00385,-1.016,federal:senate,weston,john,-1.016,,,UTS22,C,"Weston, John",weston_john,democrat,2,general_wayback,,"Weston, John_2022_2",False,
Rene Borghese,NC,0.0,senate,2022,R,0.0,S2NC00349,"BORGHESE, RENE",O,cand216036,S2NC003492022,NS2NC00349,1.582,federal:senate,borghese,rene,1.582,,,NCS22,O,"Borghese, Rene",borghese_rene,republican,2,general_wayback,,"Borghese, Rene_2022_2",False,
Gino Campana,CO,0.0,senate,2022,R,0.0,S2CO00225,"CAMPANA, GINO",C,cand215807,S2CO002252022,NS2CO00225,1.444,federal:senate,campana,gino,1.444,,,COS22,C,"Campana, Gino",campana_gino,republican,2,general_wayback,,"Campana, Gino_2022_2",False,
Kathleen Alana Mcginty,PA,0.0,senate,2022,D,0.0,S6PA00266,"MCGINTY, KATHLEEN ALANA",C,cand129959,S6PA002662018,NS6PA00266,-0.935,federal:senate,mcginty,kathleen,,,,,,"Mcginty, Kathleen Alana",mcginty_kathleen,democrat,2,general_wayback,,"Mcginty, Kathleen Alana_2022_2",False,
Marco Rubio,FL,0.0,senate,2022,R,0.0,S0FL00338,"RUBIO, MARCO",I,cand1603,S0FL003382020,N00030612,1.285,federal:senate,rubio,marco,1.396,0.613,-0.167,FLS22,I,"Rubio, Marco",rubio_marco,republican,2,general_wayback,,"Rubio, Marco_2022_2",True,4474847
William Edward Mr. Iii Barlow,OR,0.0,senate,2022,D,0.0,S2OR00127,"BARLOW, WILLIAM EDWARD MR. III",C,,,,,,,,,,,,,"Barlow, William Edward Mr. Iii",barlow_william,democrat,2,general_wayback,,"Barlow, William Edward Mr. Iii_2022_2",False,
Val Dr Fredrick,KY,0.0,senate,2022,R,0.0,S2KY00129,"FREDRICK, VAL DR",C,,,,,,,,,,,,,"Fredrick, Val Dr",fredrick_val,republican,2,general_wayback,,"Fredrick, Val Dr_2022_2",False,
Stephany Rose Spaulding,CO,0.0,senate,2022,D,0.0,S0CO00484,"SPAULDING, STEPHANY ROSE",C,cand148543,S0CO004842020,NS0CO00484,-1.139,federal:senate,spaulding,stephany,,,,,,"Spaulding, Stephany Rose",spaulding_stephany,democrat,2,general_wayback,,"Spaulding, Stephany Rose_2022_2",False,
Rand Paul,KY,0.0,senate,2022,R,0.0,S0KY00156,"PAUL, RAND",I,cand147768,S0KY001562018,N00030836,1.293,federal:senate,paul,rand,1.368,0.891,-0.454,KYS22,I,"Paul, Rand",paul_rand,republican,2,general_wayback,,"Paul, Rand_2022_2",True,913326
Dan Baer,CO,0.0,senate,2022,D,0.0,S0CO00500,"BAER, DAN",C,cand148545,S0CO005002020,NS0CO00500,-1.004,federal:senate,baer,dan,,,,,,"Baer, Dan",baer_dan,democrat,2,general_wayback,,"Baer, Dan_2022_2",False,
Eli Bremer,CO,0.0,senate,2022,R,0.0,S2CO00209,"BREMER, ELI",C,cand215805,S2CO002092022,NS2CO00209,1.385,federal:senate,bremer,eli,1.385,,,COS22,C,"Bremer, Eli",bremer_eli,republican,2,general_wayback,,"Bremer, Eli_2022_2",False,
Catherine Cortez Masto,NV,0.0,senate,2022,D,0.0,S6NV00200,"CORTEZ MASTO, CATHERINE",I,cand191900,NV167459992020,NS6NV00200,-1.066,federal:senate,masto,catherine,-1.122,-0.361,0.325,NVS22,I,"Cortez Masto, Catherine",cortezmasto_catherine,democrat,2,general_wayback,,"Cortez Masto, Catherine_2022_2",False,
Charles E Smith,CA,0.0,senate,2022,R,0.0,S2CA01110,"SMITH, CHARLES E",C,cand215784,S2CA011102022,NS2CA01110,1.395,federal:senate,smith,charles,1.395,,,CAS22,C,"Smith, Charles E",smith_charles,republican,2,general_wayback,,"Smith, Charles E_2022_2",False,
Teresa Pike Tomlinson,GA,0.0,senate,2022,D,0.0,S0GA00393,"TOMLINSON, TERESA PIKE",C,cand149076,S0GA003932020,NS0GA00393,-0.905,federal:senate,tomlinson,teresa,,,,,,"Tomlinson, Teresa Pike",tomlinson_teresa,democrat,2,general_wayback,,"Tomlinson, Teresa Pike_2022_2",False,
Mo Brooks,AL,0.0,senate,2022,R,0.0,S8AL00381,"BROOKS, MO",O,cand1181,S8AL003812022,NS8AL00381,1.332,federal:senate,brooks,mo,1.383,0.652,-0.417,ALS22,O,"Brooks, Mo",brooks_mo,republican,2,general_wayback,,"Brooks, Mo_2022_2",False,
Brian Rush,FL,0.0,senate,2022,D,0.0,S2FL00748,"RUSH, BRIAN",C,cand215862,S2FL007482022,NS2FL00748,0.125,federal:senate,rush,brian,0.125,,,FLS22,C,"Rush, Brian",rush_brian,democrat,2,general_wayback,,"Rush, Brian_2022_2",False,
Bennie J Smith,KY,0.0,senate,2022,D,0.0,S0KY00354,"SMITH, BENNIE J",C,cand150199,S0KY003542020,NS0KY00354,-1.149,federal:senate,smith,bennie,,,,,,"Smith, Bennie J",smith_bennie,democrat,2,general_wayback,,"Smith, Bennie J_2022_2",False,
Glenn Hurst,IA,0.0,senate,2022,D,0.0,S2IA00156,"HURST, GLENN",C,cand215890,S2IA001562022,NS2IA00156,-1.1,federal:senate,hurst,glenn,-1.1,,,IAS22,C,"Hurst, Glenn",hurst_glenn,democrat,2,general_wayback,,"Hurst, Glenn_2022_2",False,
Kelly A Ayotte,NH,0.0,senate,2022,R,0.0,S0NH00235,"AYOTTE, KELLY A",I,cand1605,S0NH002352018,N00030980,0.987,federal:senate,ayotte,kelly,,,,,,"Ayotte, Kelly A",ayotte_kelly,republican,2,general_wayback,,"Ayotte, Kelly A_2022_2",False,
Haneefah Ms. Khaaliq,IN,0.0,senate,2022,D,0.0,S2IN00133,"KHAALIQ, HANEEFAH MS.",C,cand154649,S2IN001332022,NS2IN00133,-1.054,federal:senate,khaaliq,haneefah,-1.051,,,INS22,C,"Khaaliq, Haneefah Ms.",khaaliq_haneefah,democrat,2,general_wayback,,"Khaaliq, Haneefah Ms._2022_2",False,
Christopher Larson,WI,0.0,senate,2022,D,0.0,S2WI00391,"LARSON, CHRISTOPHER",C,cand216337,S2WI003912022,NS2WI00391,-1.08,federal:senate,larson,christopher,-1.08,,,WIS22,C,"Larson, Christopher",larson_christopher,democrat,2,general_wayback,,"Larson, Christopher_2022_2",False,
Gary Jr. Chambers,LA,0.0,senate,2022,D,0.0,S2LA00150,"CHAMBERS, GARY JR.",C,cand215960,S2LA001502022,NS2LA00150,-1.185,federal:senate,chambers,gary,-1.185,,,LAS22,C,"Chambers, Gary Jr.",chambers_gary,democrat,2,general_wayback,,"Chambers, Gary Jr._2022_2",True,246933
Niranjan Neil Patel,OH,0.0,senate,2022,R,0.0,S2OH00345,"PATEL, NIRANJAN NEIL",O,cand216144,S2OH003452022,NS2OH00345,0.169,federal:senate,patel,niranjan,0.169,,,OHS22,O,"Patel, Niranjan Neil",patel_niranjan,republican,2,general_wayback,,"Patel, Niranjan Neil_2022_2",False,
John Karl Fetterman,PA,0.0,senate,2022,D,0.0,S6PA00274,"FETTERMAN, JOHN KARL",O,cand130816,S6PA002742022,NS6PA00274,-1.142,federal:senate,fetterman,john,-1.142,-0.311,-0.013,PAS22,O,"Fetterman, John Karl",fetterman_john,democrat,2,general_wayback,,"Fetterman, John Karl_2022_2",True,2751012
Matthew Lieberman,GA,0.0,senate,2022,D,0.0,S0GA00468,"LIEBERMAN, MATTHEW",C,cand154471,S0GA004682020,NS0GA00468,-0.673,federal:senate,lieberman,matthew,,,,,,"Lieberman, Matthew",lieberman_matthew,democrat,2,general_wayback,,"Lieberman, Matthew_2022_2",False,
Mike Rounds,SD,0.0,senate,2022,R,0.0,S4SD00049,"ROUNDS, MIKE",I,cand121774,S4SD000492022,N00035187,1.131,federal:senate,rounds,mike,,,,,,"Rounds, Mike",rounds_mike,republican,2,general_wayback,,"Rounds, Mike_2022_2",False,
Laird Hamblin,UT,0.0,senate,2022,R,0.0,S2UT00377,"HAMBLIN, LAIRD",C,,,,,,,,,,,,,"Hamblin, Laird",hamblin_laird,republican,2,general_wayback,,"Hamblin, Laird_2022_2",False,
Mike Braun,IN,0.0,senate,2022,R,0.0,S8IN00171,"BRAUN, MIKE",I,cand141770,S8IN001712020,NS8IN00171,1.301,federal:senate,braun,mike,,,,,,"Braun, Mike",braun_mike,republican,2,general_wayback,,"Braun, Mike_2022_2",False,
Mazie K. Hirono,HI,0.0,senate,2022,D,0.0,S2HI00106,"HIRONO, MAZIE K.",I,cand978,S2HI001062020,N00028139,-0.888,federal:senate,hirono,mazie,,,,,,"Hirono, Mazie K.",hirono_mazie,democrat,2,general_wayback,,"Hirono, Mazie K._2022_2",False,
Calvin Job Driggers,FL,0.0,senate,2022,R,0.0,S2FL00557,"DRIGGERS, CALVIN JOB",C,,,,,,,,,,,,,"Driggers, Calvin Job",driggers_calvin,republican,2,general_wayback,,"Driggers, Calvin Job_2022_2",False,
Lucas Holland,OK,0.0,senate,2022,R,0.0,S2OK00194,"HOLLAND, LUCAS",O,cand216175,S2OK001942022,NS2OK00194,1.023,federal:senate,holland,lucas,1.023,,,OKS22,O,"Holland, Lucas",holland_lucas,republican,2,general_wayback,,"Holland, Lucas_2022_2",False,
Chris Christensen,OR,0.0,senate,2022,R,0.0,S2OR00184,"CHRISTENSEN, CHRIS",C,,,,,,,,,,,,,"Christensen, Chris",christensen_chris,republican,2,general_wayback,,"Christensen, Chris_2022_2",False,
Robert Rob Cruz,IL,0.0,senate,2022,R,0.0,S2IL00168,"CRUZ, ROBERT ROB",C,,,,,,,,,,,,,"Cruz, Robert Rob",cruz_robert,republican,2,general_wayback,,"Cruz, Robert Rob_2022_2",False,
Elvi Gray-Jackson,AK,0.0,senate,2022,D,0.0,S2AK00184,"GRAY-JACKSON, ELVI",C,cand215702,S2AK001842022,NS2AK00184,-0.953,federal:senate,gray jackson,elvi,-0.953,,,AKS22,C,"Gray-Jackson, Elvi",grayjackson_elvi,democrat,2,general_wayback,,"Gray-Jackson, Elvi_2022_2",False,
Jacky Rosen,NV,0.0,senate,2022,D,0.0,S8NV00156,"ROSEN, JACKY",I,cand137579,S8NV001562022,NS8NV00156,-1.026,federal:senate,rosen,jacky,,,,,,"Rosen, Jacky",rosen_jacky,democrat,2,general_wayback,,"Rosen, Jacky_2022_2",False,
Jacob Marc Schafer,AL,0.0,senate,2022,R,0.0,S2AL00160,"SCHAFER, JACOB MARC",O,cand215718,S2AL001602022,NS2AL00160,2.005,federal:senate,schafer,jacob,2.005,,,ALS22,O,"Schafer, Jacob Marc",schafer_jacob,republican,2,general_wayback,,"Schafer, Jacob Marc_2022_2",False,
Jeff Flake,AZ,0.0,senate,2022,R,0.0,S2AZ00141,"FLAKE, JEFF",I,cand820,S2AZ001412018,N00009573,1.129,federal:senate,flake,jeff,,,,,,"Flake, Jeff",flake_jeff,republican,2,general_wayback,,"Flake, Jeff_2022_2",False,
Chris Van Hollen,MD,0.0,senate,2022,D,0.0,S6MD03441,"VAN HOLLEN, CHRIS",I,cand143510,S6MD034412018,NS6MD03441,-0.822,federal:senate,vanhollen,chris,-0.808,,,MDS22,I,"Van Hollen, Chris",vanhollen_chris,democrat,2,general_wayback,,"Van Hollen, Chris_2022_2",False,
Sen. John Boozman,AR,0.0,senate,2022,R,0.0,S0AR00150,"BOOZMAN, SEN. JOHN",I,cand821,201012018,N00013873,1.015,federal:senate,boozman,john,0.976,0.425,0.333,ARS22,I,"Boozman, Sen. John",boozman_sen,republican,2,general_wayback,,"Boozman, Sen. John_2022_2",True,592437
Joshua Bocanegra,CA,0.0,senate,2022,D,0.0,S4CA00456,"BOCANEGRA, JOSHUA",,,,,,,,,,,,,,"Bocanegra, Joshua",bocanegra_joshua,democrat,2,general_wayback,,"Bocanegra, Joshua_2022_2",False,
Erica Danette Smith,NC,0.0,senate,2022,D,0.0,S0NC00343,"SMITH, ERICA DANETTE",O,cand150560,S0NC003432020,NS0NC00343,-1.142,federal:senate,smith,erica,,,,,,"Smith, Erica Danette",smith_erica,democrat,2,general_wayback,,"Smith, Erica Danette_2022_2",False,
Robert P. Jr. Casey,PA,0.0,senate,2022,D,0.0,S6PA00217,"CASEY, ROBERT P. JR.",I,cand1584,407032020,N00027503,-0.716,federal:senate,casey,robert,,,,,,"Casey, Robert P. Jr.",casey_robert,democrat,2,general_wayback,,"Casey, Robert P. Jr._2022_2",False,
Kirsten Gillibrand,NY,0.0,senate,2022,D,0.0,S0NY00410,"GILLIBRAND, KIRSTEN",I,cand999,207352022,N00027658,-1.007,federal:senate,gillibrand,kirsten,,,,,,"Gillibrand, Kirsten",gillibrand_kirsten,democrat,2,general_wayback,,"Gillibrand, Kirsten_2022_2",False,
Isaac Evans-Frantz,VT,0.0,senate,2022,D,0.0,S2VT00334,"EVANS-FRANTZ, ISAAC",O,cand216297,S2VT003342022,NS2VT00334,-1.201,federal:senate,evans frantz,isaac,-1.201,,,VTS22,O,"Evans-Frantz, Isaac",evansfrantz_isaac,democrat,2,general_wayback,,"Evans-Frantz, Isaac_2022_2",False,
Luis Miguel,FL,0.0,senate,2022,R,0.0,S2FL00490,"MIGUEL, LUIS",C,cand215838,S2FL004902022,NS2FL00490,1.598,federal:senate,miguel,luis,1.598,,,FLS22,C,"Miguel, Luis",miguel_luis,republican,2,general_wayback,,"Miguel, Luis_2022_2",False,
Richard Dien Winfield,GA,0.0,senate,2022,D,0.0,S0GA00542,"WINFIELD, RICHARD DIEN",C,cand154477,S0GA005422020,NS0GA00542,-1.116,federal:senate,winfield,richard,,,,,,"Winfield, Richard Dien",winfield_richard,democrat,2,general_wayback,,"Winfield, Richard Dien_2022_2",False,
David Goldfischer,CO,0.0,senate,2022,D,0.0,S0CO00625,"GOLDFISCHER, DAVID",C,cand154456,S0CO006252020,NS0CO00625,-1.079,federal:senate,goldfischer,david,,,,,,"Goldfischer, David",goldfischer_david,democrat,2,general_wayback,,"Goldfischer, David_2022_2",False,
Gerald Malloy,VT,0.0,senate,2022,R,0.0,S2VT00292,"MALLOY, GERALD",O,cand216293,S2VT002922022,NS2VT00292,1.351,federal:senate,malloy,gerald,1.351,,,VTS22,O,"Malloy, Gerald",malloy_gerald,republican,2,general_wayback,,"Malloy, Gerald_2022_2",True,80468
Thomas H Tuberville,AL,0.0,senate,2022,R,0.0,S0AL00230,"TUBERVILLE, THOMAS H",I,cand148540,S0AL002302022,NS0AL00230,1.301,federal:senate,tuberville,thomas,,,,,,"Tuberville, Thomas H",tuberville_thomas,republican,2,general_wayback,,"Tuberville, Thomas H_2022_2",False,
Derrick Edwards,LA,0.0,senate,2022,D,0.0,S6LA00342,"EDWARDS, DERRICK",C,cand137927,S6LA003422020,NS6LA00342,-0.727,state:treasurer,edwards,derrick,,,,,,"Edwards, Derrick",edwards_derrick,democrat,2,general_wayback,,"Edwards, Derrick_2022_2",False,
Mark T Mccloskey,MO,0.0,senate,2022,R,0.0,S2MO00585,"MCCLOSKEY, MARK T",O,cand216003,S2MO005852022,NS2MO00585,1.518,federal:senate,mccloskey,mark,1.518,,,MOS22,O,"Mccloskey, Mark T",mccloskey_mark,republican,2,general_wayback,,"Mccloskey, Mark T_2022_2",False,
