candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words,text_quality,candidate_icpsr,name_key,candidate_year_stage,cand_id,bonica_rid,ICPSR,NID,cand_ici,party_icpsr,district_num,district_id,seat,data_source,cfscore,cfscore_dyn,dwnom1,dwnom2
Susan Wild,PA,15.0,house,2018,D,2,20181126023756,153,4,homepage;other,https://wildforcongress.com,11273,1580,usable,"Wild, Susan",wild_susan,"Wild, Susan_2018_2",H8PA15229,cand142740,H8PA152292022,NH8PA15229,O,democrat,15.0,PA15,federal:house,general_wayback,-0.944,-0.911,-0.26,0.323
Carl Spoerer,IL,15.0,house,2018,D,2,20180225091237,16,8,action;homepage;issues;news;other,https://carl2018.com,44208,6240,usable,"Spoerer, Carl",spoerer_carl,"Spoerer, Carl_2018_2",H8IL15056,cand140617,H8IL150562018,NH8IL15056,C,democrat,15.0,IL15,federal:house,general_wayback,-1.202,-1.202,,
David Stuart Williams,TX,5.0,house,2018,R,2,20181228104308,6,1,homepage,https://davidwilliams.org,2751,379,usable,"Williams, David Stuart",williams_david,"Williams, David Stuart_2018_2",H8TX05151,,,,O,republican,5.0,TX05,,general_wayback,,,,
Jeffrey G Brown,AZ,1.0,house,2018,D,2,20180329155732,1,7,homepage;other,https://www.jeffreybrownforcongress.com,8037,30,usable,"Brown, Jeffrey G",brown_jeffrey,"Brown, Jeffrey G_2018_2",H8AZ01138,,,,O,democrat,1.0,AZ01,,general_wayback,,,,
David N Cicilline,RI,1.0,house,2018,D,2,20180326162030,13,9,action;biography;homepage;other,http://www.cicilline.com,57097,7222,usable,"Cicilline, David N",cicilline_david,"Cicilline, David N_2018_2",H0RI01073,cand1160,H0RI010732022,N00032019,I,democrat,1.0,RI01,federal:house,general_wayback,-0.857,-0.881,-0.389,-0.262
Mark Desaulnier,CA,11.0,house,2018,D,2,20181114081026,26,22,action;biography;homepage;news;other,http://desaulnierforcongress.com,80925,10715,usable,"Desaulnier, Mark",desaulnier_mark,"Desaulnier, Mark_2018_2",H0CA10073,cand160825,H0CA100732022,N00030709,I,democrat,11.0,CA11,federal:house,general_wayback,-0.801,-0.886,-0.524,-0.367
Joe Linus Barton,TX,6.0,house,2018,R,2,20180103040116,15,8,action;homepage;other,https://www.joebarton.com,23828,3202,usable,"Barton, Joe Linus",barton_joe,"Barton, Joe Linus_2018_2",H4TX06117,cand670,150852018,N00005656,I,republican,6.0,TX06,federal:house,general_wayback,1.179,1.259,0.528,0.047
Rafael Dagnesses,CA,26.0,house,2018,R,2,20180222060312,1,3,action;homepage;other,https://www.rafaelforcongress.com,8863,950,usable,"Dagnesses, Rafael",dagnesses_rafael,"Dagnesses, Rafael_2018_2",H4CA26139,cand143090,H4CA261392018,N00035563,C,republican,26.0,CA26,federal:house,general_wayback,1.25,1.491,,
Brian Flynn,NY,19.0,house,2018,D,2,20180704030910,27,12,action;biography;endorsements;homepage;issues;other,https://www.brianflynn.us,126480,19397,usable,"Flynn, Brian",flynn_brian,"Flynn, Brian_2018_2",H8NY19173,cand140680,H8NY191732018,NH8NY19173,C,democrat,19.0,NY19,federal:house,general_wayback,-0.821,-0.821,,
Joshua Schoonover,CA,49.0,house,2018,R,2,20180323154854,15,14,action;homepage;issues;news;other,https://joshuaschoonover.com,33562,4713,usable,"Schoonover, Joshua",schoonover_joshua,"Schoonover, Joshua_2018_2",H8CA50155,,,,O,republican,49.0,CA49,,general_wayback,,,,
Jamie Mcleod-Skinner,OR,2.0,house,2018,D,2,20180204040032,1,2,homepage;issues,https://mcleodskinner4or.org,9475,1242,usable,"Mcleod-Skinner, Jamie",mcleodskinner_jamie,"Mcleod-Skinner, Jamie_2018_2",H8OR02161,cand142611,H8OR021612022,NH8OR02161,C,democrat,2.0,OR02,federal:house,general_wayback,-1.09,-0.903,,
George Rodriguez,TX,32.0,house,2018,D,2,20180227055034,3,1,homepage,https://george4texas.com,2998,409,usable,"Rodriguez, George",rodriguez_george,"Rodriguez, George_2018_2",H8TX32122,cand140766,H8TX321222018,NH8TX32122,C,democrat,32.0,TX32,federal:house,general_wayback,-0.645,-0.645,,
Rob Rep. Woodall,GA,7.0,house,2018,R,2,20180322163546,27,12,action;biography;homepage;issues;news;other,https://www.robwoodall.com,35717,5099,usable,"Woodall, Rob Rep.",woodall_rob,"Woodall, Rob Rep._2018_2",H0GA07133,cand1113,H0GA071332020,N00032416,I,republican,7.0,GA07,federal:house,general_wayback,1.165,1.191,0.593,-0.173
Summer Spring,MD,8.0,house,2018,D,2,20180808011153,3,9,homepage;other,https://summerforcongress.com,59103,6885,usable,"Spring, Summer",spring_summer,"Spring, Summer_2018_2",H8MD08222,,,,C,democrat,8.0,MD08,,general_wayback,,,,
Laura Moser,TX,7.0,house,2018,D,2,20181202152423,42,13,action;biography;homepage;other,https://www.moserforcongress.com,30433,3664,usable,"Moser, Laura",moser_laura,"Moser, Laura_2018_2",H8TX07116,cand140739,H8TX071162018,NH8TX07116,C,democrat,7.0,TX07,federal:house,general_wayback,-1.055,-1.055,,
Archie Parnell,SC,5.0,house,2018,D,2,20180516031725,12,3,action;biography;homepage,http://www.archieparnell.com,6949,1053,usable,"Parnell, Archie",parnell_archie,"Parnell, Archie_2018_2",H8SC05174,cand140716,H8SC051742020,NH8SC05174,C,democrat,5.0,SC05,federal:house,general_wayback,-1.015,-1.057,,
James D. Jordan,OH,4.0,house,2018,R,2,20180919152217,24,1,homepage,https://jimjordanforcongress.com,1034,121,empty,"Jordan, James D.",jordan_james,"Jordan, James D._2018_2",H6OH04082,cand1002,207382022,N00027894,I,republican,4.0,OH04,federal:house,general_wayback,1.485,1.394,0.718,-0.204
Russell Rene Lambert,CA,46.0,house,2018,R,2,20181121183644,9,1,homepage,https://www.russlambertforcongress.com,6017,813,usable,"Lambert, Russell Rene",lambert_russell,"Lambert, Russell Rene_2018_2",H8CA46120,,,,C,republican,46.0,CA46,,general_wayback,,,,
Stephen Wyman,TX,31.0,house,2018,D,2,20181213141150,4,1,homepage,https://www.wymanusa.org,280,40,empty,"Wyman, Stephen",wyman_stephen,"Wyman, Stephen_2018_2",H0TX21072,,,,C,democrat,31.0,TX31,,general_wayback,,,,
Scott Rep. Garrett,NJ,5.0,house,2018,R,2,20180808000648,1,1,homepage,https://www.garrettforcongress.com,375,49,thin,"Garrett, Scott Rep.",garrett_scott,"Garrett, Scott Rep._2018_2",H8NJ05052,cand902,203362018,N00000743,I,republican,5.0,NJ05,federal:house,general_wayback,1.02,,,
Otto Lee,CA,22.0,house,2018,D,2,20180130124028,1,10,homepage;other,http://www.ottoforcongress.org,25835,3197,usable,"Lee, Otto",lee_otto,"Lee, Otto_2018_2",H2CA22140,cand40653,H2CA221402016,N00034309,C,democrat,22.0,CA22,federal:house,general_wayback,-0.759,,,
Owen Hill,CO,5.0,house,2018,R,2,20180902111214,7,3,homepage;other,https://www.owenhill.org,180309,19057,usable,"Hill, Owen",hill_owen,"Hill, Owen_2018_2",H8CO05114,cand28878,H8CO051142018,NH8CO05114,C,republican,5.0,CO05,federal:house,general_wayback,1.129,0.952,,
Shanna S Phillips,NV,3.0,house,2018,D,2,20181110045244,4,22,action;homepage;news;other,https://www.nvdems.com,59268,7761,usable,"Phillips, Shanna S",phillips_shanna,"Phillips, Shanna S_2018_2",H4NV03043,,,,C,democrat,3.0,NV03,,general_wayback,,,,
Edward Allen,TX,24.0,house,2018,D,2,20181112112039,42,48,homepage;news;other,https://www.toddallenforcongress.com,297027,37562,usable,"Allen, Edward",allen_edward,"Allen, Edward_2018_2",H8TX24103,cand141231,H8TX241032018,NH8TX24103,C,democrat,24.0,TX24,federal:house,general_wayback,-1.177,-1.177,,
George Griffith,OR,1.0,house,2018,R,2,20180824200327,4,1,homepage,https://www.griffith2018.com,1904,241,usable,"Griffith, George",griffith_george,"Griffith, George_2018_2",H8OR01221,,,,C,republican,1.0,OR01,,general_wayback,,,,
William Carl Fisher,TX,26.0,house,2018,D,2,20180326021133,29,2,homepage,https://www.willfisherforcongress.com,2073,213,usable,"Fisher, William Carl",fisher_william,"Fisher, William Carl_2018_2",H8TX26082,cand141233,H8TX260822020,NH8TX26082,C,democrat,26.0,TX26,federal:house,general_wayback,-1.21,-1.213,,
Alexander Green,TX,9.0,house,2018,D,2,20181005201517,12,28,biography;homepage;issues;news;other,https://algreen.org,250029,43714,usable,"Green, Alexander",green_alexander,"Green, Alexander_2018_2",H4TX09095,cand952,205292022,N00026686,I,democrat,9.0,TX09,federal:house,general_wayback,-0.62,-0.432,-0.441,0.292
Brian Olav Kostenko,WA,8.0,house,2018,D,2,20180421132304,10,11,action;biography;endorsements;homepage;issues;other,https://kostenkoforcongress.com,9933,1041,usable,"Kostenko, Brian Olav",kostenko_brian,"Kostenko, Brian Olav_2018_2",H8WA08148,,,,O,democrat,8.0,WA08,,general_wayback,,,,
Hiral Tipirneni,AZ,8.0,house,2018,D,2,20180411205924,27,16,action;homepage;issues;news;other,https://hiralforcongress.com,50994,6767,usable,"Tipirneni, Hiral",tipirneni_hiral,"Tipirneni, Hiral_2018_2",H8AZ08083,cand141526,H8AZ080832022,NH8AZ08083,O,democrat,8.0,AZ08,federal:house,general_wayback,-1.012,-1.033,,
Lindsey Davis Stover,VA,10.0,house,2018,D,2,20180618170320,11,9,action;biography;endorsements;homepage;issues;news,https://lindseyforcongress.com,25296,3690,usable,"Stover, Lindsey Davis",stover_lindsey,"Stover, Lindsey Davis_2018_2",H8VA10098,cand140781,H8VA100982020,NH8VA10098,C,democrat,10.0,VA10,federal:house,general_wayback,-0.693,,,
John Nelson,CA,26.0,house,2018,D,2,20181204035204,12,6,action;homepage;other,https://www.john4congress.com,30864,4528,usable,"Nelson, John",nelson_john,"Nelson, John_2018_2",H8CA26130,cand142404,H8CA261302018,NH8CA26130,C,democrat,26.0,CA26,federal:house,general_wayback,-1.456,-1.456,,
Corrine Brown,FL,5.0,house,2018,D,2,20180804152103,2,4,homepage,http://www.corrineforcongress.com/,2869,154,usable,"Brown, Corrine",brown_corrine,"Brown, Corrine_2018_2",H2FL03056,cand1267,293282016,N00002713,I,democrat,5.0,FL05,federal:house,general_wayback,-0.401,,,
George Rouco,NC,13.0,house,2018,R,2,20181129123603,2,1,homepage,https://www.georgerouco.com,4035,329,usable,"Rouco, George",rouco_george,"Rouco, George_2018_2",H6NC09176,cand129298,H6NC091762016,NH6NC09176,C,republican,13.0,NC13,federal:house,general_wayback,1.032,,,
Kia Hamadanchy,CA,45.0,house,2018,D,2,20180203152554,3,2,endorsements;homepage,https://www.kiafororangecounty.com,4250,551,usable,"Hamadanchy, Kia",hamadanchy_kia,"Hamadanchy, Kia_2018_2",H8CA45155,cand140559,H8CA451552018,NH8CA45155,C,democrat,45.0,CA45,federal:house,general_wayback,-0.811,-0.811,,
Vanessa L. Dr. Enoch,OH,8.0,house,2018,D,2,20181101014715,95,59,action;biography;endorsements;homepage;issues;news;other,https://www.enochforcongress.com,189019,24542,usable,"Enoch, Vanessa L. Dr.",enoch_vanessa,"Enoch, Vanessa L. Dr._2018_2",H8OH08097,cand144154,H8OH080972022,NH8OH08097,C,democrat,8.0,OH08,federal:house,general_wayback,-1.072,-1.098,,
Brian Maryott,CA,49.0,house,2018,R,2,20180711055843,6,1,homepage,https://www.maryottforcongress.com,11242,1782,usable,"Maryott, Brian",maryott_brian,"Maryott, Brian_2018_2",H8CA49108,cand143988,H8CA491082022,NH8CA49108,O,republican,49.0,CA49,federal:house,general_wayback,1.337,1.349,,
George Franklin,MI,6.0,house,2018,D,2,20180816234442,3,4,endorsements;homepage;news,https://www.georgefranklin.com,12186,1661,usable,"Franklin, George",franklin_george,"Franklin, George_2018_2",H8MI06163,cand142528,H8MI061632018,NH8MI06163,C,democrat,6.0,MI06,federal:house,general_wayback,-0.526,-0.526,,
Bobby Kaple,GA,6.0,house,2018,D,2,20180527155900,6,2,biography;homepage,https://bobbykaple.com/,3319,486,usable,"Kaple, Bobby",kaple_bobby,"Kaple, Bobby_2018_2",H8GA06369,cand142458,H8GA063692018,NH8GA06369,C,democrat,6.0,GA06,federal:house,general_wayback,-0.8,-0.8,,
Timothy M. Donnelly,CA,8.0,house,2018,R,2,20180227055911,14,3,action;homepage;other,https://www.donnelly4congress.com,7464,1056,usable,"Donnelly, Timothy M.",donnelly_timothy,"Donnelly, Timothy M._2018_2",H8CA08120,cand27392,H8CA081202018,NH8CA08120,C,republican,8.0,CA08,federal:house,general_wayback,1.256,1.302,,
Tommy Pope,SC,5.0,house,2018,R,2,20180805180129,4,7,action;biography;homepage;issues;other,https://popeforcongress.com,22196,2885,usable,"Pope, Tommy",pope_tommy,"Pope, Tommy_2018_2",H8SC05125,cand140036,H8SC051252018,NH8SC05125,O,republican,5.0,SC05,federal:house,general_wayback,0.635,0.635,,
John Calvin Slavens,TX,3.0,house,2018,R,2,20181214034844,27,1,homepage,https://www.johnslavensforcongress.com,6388,893,usable,"Slavens, John Calvin",slavens_john,"Slavens, John Calvin_2018_2",H6TX03150,cand104398,H6TX031502016,NH6TX03150,C,republican,3.0,TX03,federal:house,general_wayback,1.619,,,
Matthew Joseph Harris,NJ,1.0,house,2018,D,2,20180109152126,16,10,homepage;other,https://mattharrisfortx10.com,49571,7582,usable,"Harris, Matthew Joseph",harris_matthew,"Harris, Matthew Joseph_2018_2",H4NJ01076,,,,O,democrat,1.0,NJ01,,general_wayback,,,,
Matthew W Haggman,FL,27.0,house,2018,D,2,20180614024426,13,2,homepage,https://www.matthaggman.com/,10950,1539,usable,"Haggman, Matthew W",haggman_matthew,"Haggman, Matthew W_2018_2",H8FL27136,,,,O,democrat,27.0,FL27,,general_wayback,,,,
J D Miniear,IN,7.0,house,2018,R,2,20180415072604,2,3,action;homepage;issues,https://miniearforcongress.com,7602,885,usable,"Miniear, J D",miniear_j,"Miniear, J D_2018_2",H2IN07096,cand42145,H2IN070962018,N00033888,C,republican,7.0,IN07,federal:house,general_wayback,1.816,,,
Norma Priscilla Ms. Chavez,TX,16.0,house,2018,D,2,20180214200139,2,2,action;homepage,https://normaforcongresswoman.com,16007,2137,usable,"Chavez, Norma Priscilla Ms.",chavez_norma,"Chavez, Norma Priscilla Ms._2018_2",H8TX16141,cand143291,H8TX161412018,NH8TX16141,O,democrat,16.0,TX16,federal:house,general_wayback,-1.235,-1.235,,
Chad Allen,AZ,8.0,house,2018,R,2,20180111183129,3,1,homepage,https://chadallenforcongress.com,458,50,thin,"Allen, Chad",allen_chad,"Allen, Chad_2018_2",H8AZ08141,,,,O,republican,8.0,AZ08,,general_wayback,,,,
Michael Patrick Guest,MS,3.0,house,2018,R,2,20181023202201,14,6,action;homepage;news;other,https://www.michaelguest.ms,15477,1885,usable,"Guest, Michael Patrick",guest_michael,"Guest, Michael Patrick_2018_2",H8MS03125,cand144109,H8MS031252022,NH8MS03125,O,republican,3.0,MS03,federal:house,general_wayback,1.194,1.187,0.529,0.095
Daria Irene Novak,CT,2.0,house,2018,R,2,20181231231312,3,4,biography;homepage;news;other,https://novakforcongress.com,7005,869,usable,"Novak, Daria Irene",novak_daria,"Novak, Daria Irene_2018_2",H0CT02140,cand35730,H0CT021402016,N00030734,C,republican,2.0,CT02,federal:house,general_wayback,1.527,,,
Marsha Mrs. Blackburn,TN,7.0,house,2018,R,2,20181205172530,65,12,biography;homepage;issues;news;other,https://www.marshablackburn.com,34042,5016,usable,"Blackburn, Marsha Mrs.",blackburn_marsha,"Blackburn, Marsha Mrs._2018_2",H2TN06030,cand917,203512018,N00003105,I,republican,7.0,TN07,federal:house,general_wayback,1.262,1.292,0.628,0.147
Gregory Paul Dunham,OH,11.0,house,2018,R,2,20181119100015,6,1,homepage,https://www.dunhamforcongress.com,904,106,empty,"Dunham, Gregory Paul",dunham_gregory,"Dunham, Gregory Paul_2018_2",H8OH11315,cand144751,H8OH113152018,NH8OH11315,C,republican,11.0,OH11,federal:house,general_wayback,1.147,1.147,,
Phillip Norris,AL,4.0,house,2018,R,2,20180329210405,4,14,homepage;news;other,https://philnorrisforcongress.org,33223,4613,usable,"Norris, Phillip",norris_phillip,"Norris, Phillip_2018_2",H8AL04060,,,,C,republican,4.0,AL04,,general_wayback,,,,
Xochitl Torres Small,NM,2.0,house,2018,D,2,20181018221715,141,7,action;biography;homepage;issues;news;other,https://www.xochforcongress.com/,15500,2177,usable,"Torres Small, Xochitl",torressmall_xochitl,"Torres Small, Xochitl_2018_2",H8NM02248,cand144136,H8NM022482020,NH8NM02248,O,democrat,2.0,NM02,federal:house,general_wayback,-0.99,-0.993,-0.163,0.314
Jeffrey Malloy,CA,50.0,house,2018,D,2,20180223211657,4,10,homepage;other,https://www.patrickmalloyforcongress.com,62401,8979,usable,"Malloy, Jeffrey",malloy_jeffrey,"Malloy, Jeffrey_2018_2",H6CA50258,cand137436,H6CA502582018,NH6CA50258,C,democrat,50.0,CA50,federal:house,general_wayback,-1.035,-1.318,,
Rachel Payne,CA,48.0,house,2018,D,2,20180404180001,7,1,homepage,https://www.rachelpayneforcongress.com,11826,996,usable,"Payne, Rachel",payne_rachel,"Payne, Rachel_2018_2",H8CA48159,cand144595,H8CA481592018,NH8CA48159,C,democrat,48.0,CA48,federal:house,general_wayback,-1.107,-1.107,,
Barbara Len Mallory Caraway,TX,30.0,house,2018,D,2,20181222032224,15,11,action;biography;homepage;news;other,https://barbaramallorycarawayforcongress.org,13844,1837,usable,"Caraway, Barbara Len Mallory",caraway_barbara,"Caraway, Barbara Len Mallory_2018_2",H2TX30079,cand45151,H2TX300792022,N00033544,C,democrat,30.0,TX30,federal:house,general_wayback,0.353,0.079,,
David Yankovich,WI,1.0,house,2018,D,2,20181119110035,8,23,homepage;news;other,https://davidyankovich.com,96459,14013,usable,"Yankovich, David",yankovich_david,"Yankovich, David_2018_2",H8WI01115,cand141273,H8WI011152018,NH8WI01115,O,democrat,1.0,WI01,federal:house,general_wayback,-1.166,-1.166,,
Jennifer Lynn Lewis,VA,6.0,house,2018,D,2,20181119061519,16,1,homepage,https://jenniferlewisforcongress.com,2570,359,usable,"Lewis, Jennifer Lynn",lewis_jennifer,"Lewis, Jennifer Lynn_2018_2",H8VA06138,cand144251,H8VA061382022,NH8VA06138,O,democrat,6.0,VA06,federal:house,general_wayback,-1.119,-1.131,,
"Donald M., Jr. Payne",NJ,10.0,house,2018,D,2,20180310090844,3,4,action;biography;homepage;other,https://paynejr4congress.com,10039,1324,usable,"Payne, Donald M., Jr.",payne_donald,"Payne, Donald M., Jr._2018_2",H2NJ10154,cand43557,H2NJ101542022,N00034639,I,democrat,10.0,NJ10,federal:house,general_wayback,-0.694,-0.698,-0.522,-0.091
Johnny Alan Akzam,MN,1.0,house,2018,D,2,20180602224036,5,12,homepage;issues;news;other,https://johnnyakzam.com,37832,5237,usable,"Akzam, Johnny Alan",akzam_johnny,"Akzam, Johnny Alan_2018_2",H8MN01246,cand140645,H8MN012462018,NH8MN01246,O,democrat,1.0,MN01,federal:house,general_wayback,-1.207,-1.209,,
John Marshall Mosser,SC,4.0,house,2018,R,2,20180412171835,5,1,homepage,https://www.votemosser.com,1402,115,thin,"Mosser, John Marshall",mosser_john,"Mosser, John Marshall_2018_2",H8SC04383,cand145263,H8SC043832018,NH8SC04383,O,republican,4.0,SC04,federal:house,general_wayback,0.892,0.892,,
Christopher Kennedy,CO,3.0,house,2018,D,2,20181129153823,6,9,action;biography;homepage;other,https://www.kennedyforcolorado.com,25175,3381,usable,"Kennedy, Christopher",kennedy_christopher,"Kennedy, Christopher_2018_2",H8CO03200,cand142430,H8CO032002018,NH8CO03200,C,democrat,3.0,CO03,federal:house,general_wayback,-1.097,-1.097,,
Raymond Jr. Pena,FL,15.0,house,2018,D,2,20180203085025,2,2,homepage,https://www.raypenaforcongress.org,7393,830,usable,"Pena, Raymond Jr.",pena_raymond,"Pena, Raymond Jr._2018_2",H8FL15131,cand140022,H8FL151312018,NH8FL15131,O,democrat,15.0,FL15,federal:house,general_wayback,-1.575,-1.575,,
Eric Holguin,TX,27.0,house,2018,D,2,20180614200954,31,2,homepage;other,https://www.ericforus.com,15386,2254,usable,"Holguin, Eric",holguin_eric,"Holguin, Eric_2018_2",H8TX27056,cand142794,H8TX270562018,NH8TX27056,O,democrat,27.0,TX27,federal:house,general_wayback,-1.072,-1.143,,
Jennifer Hoppe Dr Vipond,WI,5.0,house,2018,R,2,20181119072231,6,1,homepage,https://vipondforcongress.com/,1616,183,usable,"Vipond, Jennifer Hoppe Dr",vipond_jennifer,"Vipond, Jennifer Hoppe Dr_2018_2",H8WI05181,,,,C,republican,5.0,WI05,,general_wayback,,,,
August (O'Neill) Deuser,IL,1.0,house,2018,R,2,20181222222556,19,11,biography;endorsements;homepage;issues;other,https://www.deuser.us,10569,1428,usable,"Deuser, August (O'Neill)",deuser_august,"Deuser, August (O'Neill)_2018_2",H6IL01159,,,,C,republican,1.0,IL01,,general_wayback,,,,
Terry Whitney,MI,5.0,house,2018,R,2,20180806091831,2,11,action;homepage;other,https://whitneyformichigan.com,14529,1598,usable,"Whitney, Terry",whitney_terry,"Whitney, Terry_2018_2",H6MI05201,,,,C,republican,5.0,MI05,,general_wayback,,,,
John J. Mr. Faso,NY,19.0,house,2018,R,2,20181102103029,40,3,homepage;news,https://www.johnfaso.com,36640,5122,usable,"Faso, John J. Mr.",faso_john,"Faso, John J. Mr._2018_2",H6NY19169,cand84735,H6NY191692022,NH6NY19169,I,republican,19.0,NY19,federal:house,general_wayback,0.764,1.196,0.234,-0.008
Robert Hurt,VA,5.0,house,2018,R,2,20180808021758,2,1,homepage,https://www.roberthurtforcongress.com,396,61,thin,"Hurt, Robert",hurt_robert,"Hurt, Robert_2018_2",H0VA05095,cand1174,H0VA050952016,N00031265,I,republican,5.0,VA05,federal:house,general_wayback,1.02,,,
Erin Mcclelland,PA,12.0,house,2018,D,2,20180421091835,2,1,homepage,https://erin16.com,4064,501,usable,"Mcclelland, Erin",mcclelland_erin,"Mcclelland, Erin_2018_2",H4PA12043,cand132950,H4PA120432018,N00035304,C,democrat,12.0,PA12,federal:house,general_wayback,-0.859,,,
Allen Lucas Messer,IN,6.0,house,2018,R,2,20180204210657,3,6,biography;homepage;other,https://www.lukemesser.com,14648,2006,usable,"Messer, Allen Lucas",messer_allen,"Messer, Allen Lucas_2018_2",H0IN02125,cand36550,H0IN021252018,N00012546,I,republican,6.0,IN06,federal:house,general_wayback,1.255,1.286,0.563,-0.086
